State,Total_Confirmed,Total_Cured,Total_Death,DATE,Total_confirmed2,Confirmed_cases_on_this_day,Recovered_cases_on_this_day,Death_cases_on_this_day
Kerala,1,0,0,30-01-2020,1,,,
Kerala,1,0,0,31-01-2020,1,0,0,0
Kerala,2,0,0,01-02-2020,2,1,0,0
Kerala,3,0,0,02-02-2020,3,1,0,0
Kerala,3,0,0,03-02-2020,3,0,0,0
Kerala,3,0,0,04-02-2020,3,0,0,0
Kerala,3,0,0,05-02-2020,3,0,0,0
Kerala,3,0,0,06-02-2020,3,0,0,0
Kerala,3,0,0,07-02-2020,3,0,0,0
Kerala,3,0,0,08-02-2020,3,0,0,0
Kerala,3,0,0,09-02-2020,3,0,0,0
Kerala,3,0,0,10-02-2020,3,0,0,0
Kerala,3,0,0,11-02-2020,3,0,0,0
Kerala,3,0,0,12-02-2020,3,0,0,0
Kerala,3,0,0,13-02-2020,3,0,0,0
Kerala,3,0,0,14-02-2020,3,0,0,0
Kerala,3,0,0,15-02-2020,3,0,0,0
Kerala,3,0,0,16-02-2020,3,0,0,0
Kerala,3,0,0,17-02-2020,3,0,0,0
Kerala,3,0,0,18-02-2020,3,0,0,0
Kerala,3,0,0,19-02-2020,3,0,0,0
Kerala,3,0,0,20-02-2020,3,0,0,0
Kerala,3,0,0,21-02-2020,3,0,0,0
Kerala,3,0,0,22-02-2020,3,0,0,0
Kerala,3,0,0,23-02-2020,3,0,0,0
Kerala,3,0,0,24-02-2020,3,0,0,0
Kerala,3,0,0,25-02-2020,3,0,0,0
Kerala,3,0,0,26-02-2020,3,0,0,0
Kerala,3,0,0,27-02-2020,3,0,0,0
Kerala,3,0,0,28-02-2020,3,0,0,0
Kerala,3,0,0,29-02-2020,3,0,0,0
Kerala,3,0,0,01-03-2020,3,0,0,0
Telangana,1,0,0,02-03-2020,1,,,
Delhi,1,0,0,02-03-2020,1,,,
Telangana,1,0,0,02-03-2020,1,0,0,0
Kerala,3,0,0,02-03-2020,3,0,0,0
Telangana,1,0,0,03-03-2020,1,0,0,0
Kerala,3,3,0,03-03-2020,3,0,3,0
Telangana,1,0,0,03-03-2020,1,0,0,0
Rajasthan,1,0,0,03-03-2020,1,,,
Delhi,1,0,0,03-03-2020,1,0,0,0
Haryana,2,0,0,04-03-2020,2,,,
Telangana,1,0,0,04-03-2020,1,0,0,0
Rajasthan,15,0,0,04-03-2020,15,14,0,0
Uttar Pradesh,6,0,0,04-03-2020,6,,,
Kerala,3,3,0,04-03-2020,3,0,0,0
Delhi,1,0,0,04-03-2020,1,0,0,0
Telangana,1,0,0,04-03-2020,1,0,0,0
Delhi,2,0,0,05-03-2020,2,1,0,0
Kerala,3,3,0,05-03-2020,3,0,0,0
Telangana,1,0,0,05-03-2020,1,0,0,0
Haryana,2,0,0,05-03-2020,2,0,0,0
Rajasthan,15,0,0,05-03-2020,15,0,0,0
Telangana,1,0,0,05-03-2020,1,0,0,0
Uttar Pradesh,7,0,0,05-03-2020,7,1,0,0
Delhi,3,0,0,06-03-2020,3,1,0,0
Kerala,3,3,0,06-03-2020,3,0,0,0
Telangana,1,0,0,06-03-2020,1,0,0,0
Haryana,2,0,0,06-03-2020,2,0,0,0
Rajasthan,15,0,0,06-03-2020,15,0,0,0
Uttar Pradesh,7,0,0,06-03-2020,7,0,0,0
Telangana,1,0,0,06-03-2020,1,0,0,0
Kerala,3,3,0,07-03-2020,3,0,0,0
Telangana,1,0,0,07-03-2020,1,0,0,0
Delhi,3,0,0,07-03-2020,3,0,0,0
Rajasthan,15,0,0,07-03-2020,15,0,0,0
Uttar Pradesh,7,0,0,07-03-2020,7,0,0,0
Ladakh,2,0,0,07-03-2020,2,,,
Telangana,1,0,0,07-03-2020,1,0,0,0
Tamil Nadu,1,0,0,07-03-2020,1,,,
Haryana,2,0,0,07-03-2020,2,0,0,0
Telangana,1,0,0,08-03-2020,1,0,0,0
Rajasthan,15,0,0,08-03-2020,15,0,0,0
Kerala,8,3,0,08-03-2020,8,5,0,0
Delhi,3,0,0,08-03-2020,3,0,0,0
Ladakh,2,0,0,08-03-2020,2,0,0,0
Telangana,1,0,0,08-03-2020,1,0,0,0
Tamil Nadu,1,0,0,08-03-2020,1,0,0,0
Haryana,2,0,0,08-03-2020,2,0,0,0
Uttar Pradesh,7,0,0,08-03-2020,7,0,0,0
Kerala,9,3,0,09-03-2020,9,1,0,0
Maharashtra,2,0,0,09-03-2020,2,,,
Rajasthan,15,0,0,09-03-2020,15,0,0,0
Telangana,1,0,0,09-03-2020,1,0,0,0
Jammu and Kashmir,1,0,0,09-03-2020,1,,,
Delhi,4,0,0,09-03-2020,4,1,0,0
Ladakh,2,0,0,09-03-2020,2,0,0,0
Karnataka,1,0,0,09-03-2020,1,,,
Punjab,1,0,0,09-03-2020,1,,,
Tamil Nadu,1,0,0,09-03-2020,1,0,0,0
Telangana,1,0,0,09-03-2020,1,0,0,0
Uttar Pradesh,7,0,0,09-03-2020,7,0,0,0
Haryana,2,0,0,09-03-2020,2,0,0,0
Ladakh,2,0,0,10-03-2020,2,0,0,0
Delhi,4,0,0,10-03-2020,4,0,0,0
Kerala,15,3,0,10-03-2020,15,6,0,0
Maharashtra,5,0,0,10-03-2020,5,3,0,0
Rajasthan,15,0,0,10-03-2020,15,0,0,0
Telangana,1,0,0,10-03-2020,1,0,0,0
Jammu and Kashmir,1,0,0,10-03-2020,1,0,0,0
Uttar Pradesh,7,0,0,10-03-2020,7,0,0,0
Haryana,2,0,0,10-03-2020,2,0,0,0
Karnataka,4,0,0,10-03-2020,4,3,0,0
Punjab,1,0,0,10-03-2020,1,0,0,0
Tamil Nadu,1,0,0,10-03-2020,1,0,0,0
Telangana,1,0,0,10-03-2020,1,0,0,0
Maharashtra,2,0,0,11-03-2020,2,-3,0,0
Delhi,5,0,0,11-03-2020,5,1,0,0
Kerala,17,3,0,11-03-2020,17,2,0,0
Rajasthan,3,0,0,11-03-2020,3,-12,0,0
Telangana,1,0,0,11-03-2020,1,0,0,0
Jammu and Kashmir,1,0,0,11-03-2020,1,0,0,0
Haryana,14,0,0,11-03-2020,14,12,0,0
Telangana,1,0,0,11-03-2020,1,0,0,0
Uttar Pradesh,9,0,0,11-03-2020,9,2,0,0
Ladakh,2,0,0,11-03-2020,2,0,0,0
Tamil Nadu,1,0,0,11-03-2020,1,0,0,0
Punjab,1,0,0,11-03-2020,1,0,0,0
Karnataka,4,0,0,11-03-2020,4,0,0,0
Haryana,14,0,0,12-03-2020,14,0,0,0
Telangana,1,0,0,12-03-2020,1,0,0,0
Ladakh,3,0,0,12-03-2020,3,1,0,0
Tamil Nadu,1,0,0,12-03-2020,1,0,0,0
Punjab,1,0,0,12-03-2020,1,0,0,0
Karnataka,4,0,0,12-03-2020,4,0,0,0
Andhra Pradesh,1,0,0,12-03-2020,1,,,
Delhi,6,0,0,12-03-2020,6,1,0,0
Kerala,17,3,0,12-03-2020,17,0,0,0
Rajasthan,3,0,0,12-03-2020,3,0,0,0
Telangana,1,0,0,12-03-2020,1,0,0,0
Uttar Pradesh,11,0,0,12-03-2020,11,2,0,0
Jammu and Kashmir,1,0,0,12-03-2020,1,0,0,0
Maharashtra,11,0,0,12-03-2020,11,9,0,0
Haryana,14,0,0,13-03-2020,14,0,0,0
Telangana,1,0,0,13-03-2020,1,0,0,0
Ladakh,3,0,0,13-03-2020,3,0,0,0
Tamil Nadu,1,0,0,13-03-2020,1,0,0,0
Punjab,1,0,0,13-03-2020,1,0,0,0
Karnataka,6,0,1,13-03-2020,6,2,0,1
Andhra Pradesh,1,0,0,13-03-2020,1,0,0,0
Delhi,6,0,0,13-03-2020,6,0,0,0
Kerala,19,3,0,13-03-2020,19,2,0,0
Rajasthan,3,0,0,13-03-2020,3,0,0,0
Telangana,1,0,0,13-03-2020,1,0,0,0
Uttar Pradesh,11,0,0,13-03-2020,11,0,0,0
Jammu and Kashmir,1,0,0,13-03-2020,1,0,0,0
Maharashtra,14,0,0,13-03-2020,14,3,0,0
Haryana,14,0,0,14-03-2020,14,0,0,0
Telangana,1,0,0,14-03-2020,1,0,0,0
Ladakh,3,0,0,14-03-2020,3,0,0,0
Tamil Nadu,1,0,0,14-03-2020,1,0,0,0
Punjab,1,0,0,14-03-2020,1,0,0,0
Karnataka,6,0,1,14-03-2020,6,0,0,0
Andhra Pradesh,1,0,0,14-03-2020,1,0,0,0
Delhi,7,1,1,14-03-2020,7,1,1,1
Kerala,19,3,0,14-03-2020,19,0,0,0
Rajasthan,3,1,0,14-03-2020,3,0,1,0
Telangana,1,0,0,14-03-2020,1,0,0,0
Uttar Pradesh,12,5,0,14-03-2020,12,1,5,0
Jammu and Kashmir,2,0,0,14-03-2020,2,1,0,0
Maharashtra,14,0,0,14-03-2020,14,0,0,0
Andhra Pradesh,1,0,0,15-03-2020,1,0,0,0
Haryana,14,0,0,15-03-2020,14,0,0,0
Karnataka,6,0,1,15-03-2020,6,0,0,0
Punjab,1,0,0,15-03-2020,1,0,0,0
Tamil Nadu,1,0,0,15-03-2020,1,0,0,0
Telangana,3,1,0,15-03-2020,3,0,0,0
Ladakh,3,0,0,15-03-2020,3,0,0,0
Uttarakhand,1,0,0,15-03-2020,1,,,
Delhi,7,2,1,15-03-2020,7,0,1,0
Kerala,22,3,0,15-03-2020,22,3,0,0
Maharashtra,32,0,0,15-03-2020,32,18,0,0
Rajasthan,4,3,0,15-03-2020,4,1,2,0
Telangana,3,1,0,15-03-2020,3,2,1,0
Jammu and Kashmir,2,0,0,15-03-2020,2,0,0,0
Uttar Pradesh,13,4,0,15-03-2020,13,1,-1,0
Delhi,7,2,1,16-03-2020,7,0,0,0
Kerala,23,3,0,16-03-2020,23,1,0,0
Maharashtra,32,0,0,16-03-2020,32,0,0,0
Punjab,1,0,0,16-03-2020,1,0,0,0
Tamil Nadu,1,0,0,16-03-2020,1,0,0,0
Telangana,3,1,0,16-03-2020,3,0,0,0
Jammu and Kashmir,3,0,0,16-03-2020,3,1,0,0
Uttarakhand,1,0,0,16-03-2020,1,0,0,0
Andhra Pradesh,1,0,0,16-03-2020,1,0,0,0
Haryana,14,0,0,16-03-2020,14,0,0,0
Karnataka,6,0,1,16-03-2020,6,0,0,0
Odisha,1,0,0,16-03-2020,1,,,
Rajasthan,4,3,0,16-03-2020,4,0,0,0
Telangana,3,1,0,16-03-2020,3,0,0,0
Ladakh,4,0,0,16-03-2020,4,1,0,0
Uttar Pradesh,13,4,0,16-03-2020,13,0,0,0
Delhi,8,2,1,17-03-2020,8,1,0,0
Kerala,26,3,0,17-03-2020,26,3,0,0
Maharashtra,39,0,1,17-03-2020,39,7,0,1
Punjab,1,0,0,17-03-2020,1,0,0,0
Tamil Nadu,1,0,0,17-03-2020,1,0,0,0
Telangana,5,1,0,17-03-2020,5,0,0,0
Jammu and Kashmir,3,0,0,17-03-2020,3,0,0,0
Uttarakhand,1,0,0,17-03-2020,1,0,0,0
Andhra Pradesh,1,0,0,17-03-2020,1,0,0,0
Haryana,15,0,0,17-03-2020,15,1,0,0
Karnataka,11,0,1,17-03-2020,11,5,0,0
Odisha,1,0,0,17-03-2020,1,0,0,0
Rajasthan,4,3,0,17-03-2020,4,0,0,0
Telangana,5,1,0,17-03-2020,5,2,0,0
Ladakh,6,0,0,17-03-2020,6,2,0,0
Uttar Pradesh,15,5,0,17-03-2020,15,2,1,0
Delhi,10,2,1,18-03-2020,10,2,0,0
Kerala,27,3,0,18-03-2020,27,1,0,0
Maharashtra,42,0,1,18-03-2020,42,3,0,0
Puducherry,1,0,0,18-03-2020,1,,,
Rajasthan,4,3,0,18-03-2020,4,0,0,0
Telangana,6,1,0,18-03-2020,6,1,0,0
Jammu and Kashmir,3,0,0,18-03-2020,3,0,0,0
Uttarakhand,1,0,0,18-03-2020,1,0,0,0
Andhra Pradesh,1,0,0,18-03-2020,1,0,0,0
Haryana,17,0,0,18-03-2020,17,2,0,0
Karnataka,11,0,1,18-03-2020,11,0,0,0
Odisha,1,0,0,18-03-2020,1,0,0,0
Punjab,1,0,0,18-03-2020,1,0,0,0
Tamil Nadu,1,0,0,18-03-2020,1,0,0,0
Telangana,6,1,0,18-03-2020,6,0,0,0
Ladakh,8,0,0,18-03-2020,8,2,0,0
Uttar Pradesh,16,5,0,18-03-2020,16,1,0,0
West Bengal,1,0,0,18-03-2020,1,,,
Andhra Pradesh,2,0,0,19-03-2020,2,1,0,0
Chhattisgarh,1,0,0,19-03-2020,1,,,
Haryana,17,0,0,19-03-2020,17,0,0,0
Karnataka,14,0,1,19-03-2020,14,3,0,0
Odisha,1,0,0,19-03-2020,1,0,0,0
Punjab,2,0,1,19-03-2020,2,1,0,1
Tamil Nadu,2,1,0,19-03-2020,2,1,1,0
Telangana,6,1,0,19-03-2020,6,0,0,0
Ladakh,8,0,0,19-03-2020,8,0,0,0
Uttarakhand,1,0,0,19-03-2020,1,0,0,0
Delhi,12,3,1,19-03-2020,12,2,1,0
Kerala,27,3,0,19-03-2020,27,0,0,0
Maharashtra,47,0,1,19-03-2020,47,5,0,0
Puducherry,1,0,0,19-03-2020,1,0,0,0
Rajasthan,7,3,0,19-03-2020,7,3,0,0
Telangana,6,1,0,19-03-2020,6,0,0,0
Chandigarh,1,0,0,19-03-2020,1,,,
Jammu and Kashmir,4,0,0,19-03-2020,4,1,0,0
Uttar Pradesh,19,9,0,19-03-2020,19,3,4,0
West Bengal,1,0,0,19-03-2020,1,0,0,0
Andhra Pradesh,3,0,0,20-03-2020,3,1,0,0
Chhattisgarh,1,0,0,20-03-2020,1,0,0,0
Gujarat,5,0,0,20-03-2020,5,,,
Kerala,28,3,0,20-03-2020,28,1,0,0
Maharashtra,52,0,1,20-03-2020,52,5,0,0
Puducherry,1,0,0,20-03-2020,1,0,0,0
Rajasthan,17,3,0,20-03-2020,17,10,0,0
Telangana,17,1,0,20-03-2020,17,11,0,0
Jammu and Kashmir,4,0,0,20-03-2020,4,0,0,0
Uttarakhand,3,0,0,20-03-2020,3,2,0,0
Delhi,17,5,1,20-03-2020,17,5,2,0
Haryana,17,0,0,20-03-2020,17,0,0,0
Karnataka,15,1,1,20-03-2020,15,1,1,0
Odisha,2,0,0,20-03-2020,2,1,0,0
Punjab,2,0,1,20-03-2020,2,0,0,0
Tamil Nadu,3,1,0,20-03-2020,3,1,0,0
Telangana,17,1,0,20-03-2020,17,0,0,0
Chandigarh,1,0,0,20-03-2020,1,0,0,0
Ladakh,10,0,0,20-03-2020,10,2,0,0
Uttar Pradesh,23,9,0,20-03-2020,23,4,0,0
West Bengal,2,0,0,20-03-2020,2,1,0,0
Andhra Pradesh,3,0,0,21-03-2020,3,0,0,0
Chhattisgarh,1,0,0,21-03-2020,1,0,0,0
Gujarat,7,0,0,21-03-2020,7,2,0,0
Himachal Pradesh,2,0,0,21-03-2020,2,,,
Karnataka,15,1,1,21-03-2020,15,0,0,0
Maharashtra,63,0,1,21-03-2020,63,11,0,0
Puducherry,1,0,0,21-03-2020,1,0,0,0
Rajasthan,17,3,0,21-03-2020,17,0,0,0
Telangana,21,1,0,21-03-2020,21,0,0,0
Ladakh,13,0,0,21-03-2020,13,3,0,0
Uttarakhand,3,0,0,21-03-2020,3,0,0,0
Delhi,26,5,1,21-03-2020,26,9,0,0
Haryana,17,0,0,21-03-2020,17,0,0,0
Kerala,40,3,0,21-03-2020,40,12,0,0
Madhya Pradesh,4,0,0,21-03-2020,4,,,
Odisha,2,0,0,21-03-2020,2,0,0,0
Punjab,13,0,1,21-03-2020,13,11,0,0
Tamil Nadu,3,1,0,21-03-2020,3,0,0,0
Telangana,21,1,0,21-03-2020,21,4,0,0
Chandigarh,1,0,0,21-03-2020,1,0,0,0
Jammu and Kashmir,4,0,0,21-03-2020,4,0,0,0
Uttar Pradesh,24,9,0,21-03-2020,24,1,0,0
West Bengal,3,0,0,21-03-2020,3,1,0,0
Andhra Pradesh,5,0,0,22-03-2020,5,2,0,0
Delhi,29,5,1,22-03-2020,29,3,0,0
Haryana,21,0,0,22-03-2020,21,4,0,0
Kerala,52,3,0,22-03-2020,52,12,0,0
Madhya Pradesh,4,0,0,22-03-2020,4,0,0,0
Odisha,2,0,0,22-03-2020,2,0,0,0
Punjab,21,0,1,22-03-2020,21,8,0,0
Tamil Nadu,7,1,0,22-03-2020,7,4,0,0
Telangana,22,1,0,22-03-2020,22,1,0,0
Chandigarh,5,0,0,22-03-2020,5,4,0,0
Jammu and Kashmir,4,0,0,22-03-2020,4,0,0,0
Uttarakhand,3,0,0,22-03-2020,3,0,0,0
Bihar,2,0,1,22-03-2020,2,,,
Chhattisgarh,1,0,0,22-03-2020,1,0,0,0
Gujarat,18,0,1,22-03-2020,18,11,0,1
Himachal Pradesh,2,0,0,22-03-2020,2,0,0,0
Karnataka,26,2,1,22-03-2020,26,11,1,0
Maharashtra,67,0,2,22-03-2020,67,4,0,1
Puducherry,1,0,0,22-03-2020,1,0,0,0
Rajasthan,24,3,0,22-03-2020,24,7,0,0
Telangana,22,1,0,22-03-2020,22,0,0,0
Ladakh,13,0,0,22-03-2020,13,0,0,0
Uttar Pradesh,27,9,0,22-03-2020,27,3,0,0
West Bengal,4,0,0,22-03-2020,4,1,0,0
Andhra Pradesh,7,0,0,23-03-2020,7,2,0,0
Delhi,29,5,1,23-03-2020,29,0,0,0
Haryana,26,0,0,23-03-2020,26,5,0,0
Kerala,67,3,0,23-03-2020,67,15,0,0
Madhya Pradesh,6,0,0,23-03-2020,6,2,0,0
Odisha,2,0,0,23-03-2020,2,0,0,0
Punjab,21,0,1,23-03-2020,21,0,0,0
Tamil Nadu,9,1,0,23-03-2020,9,2,0,0
Telangana,32,1,0,23-03-2020,32,0,0,0
Chandigarh,6,0,0,23-03-2020,6,1,0,0
Jammu and Kashmir,4,0,0,23-03-2020,4,0,0,0
Uttarakhand,3,0,0,23-03-2020,3,0,0,0
Bihar,2,0,1,23-03-2020,2,0,0,0
Chhattisgarh,1,0,0,23-03-2020,1,0,0,0
Gujarat,29,0,1,23-03-2020,29,11,0,0
Himachal Pradesh,2,0,0,23-03-2020,2,0,0,0
Karnataka,33,2,1,23-03-2020,33,7,0,0
Maharashtra,74,0,2,23-03-2020,74,7,0,0
Puducherry,1,0,0,23-03-2020,1,0,0,0
Rajasthan,28,3,0,23-03-2020,28,4,0,0
Telangana,32,1,0,23-03-2020,32,10,0,0
Ladakh,13,0,0,23-03-2020,13,0,0,0
Uttar Pradesh,31,9,0,23-03-2020,31,4,0,0
West Bengal,7,0,0,23-03-2020,7,3,0,0
Andhra Pradesh,8,0,0,24-03-2020,8,1,0,0
Delhi,30,6,1,24-03-2020,30,1,1,0
Haryana,28,11,0,24-03-2020,28,2,11,0
Kerala,95,4,0,24-03-2020,95,28,1,0
Madhya Pradesh,7,0,0,24-03-2020,7,1,0,0
Manipur,1,0,0,24-03-2020,1,,,
Puducherry,1,0,0,24-03-2020,1,0,0,0
Rajasthan,32,3,0,24-03-2020,32,4,0,0
Telangana,35,1,0,24-03-2020,35,3,0,0
Chandigarh,7,0,0,24-03-2020,7,1,0,0
Jammu and Kashmir,4,0,0,24-03-2020,4,0,0,0
Uttarakhand,4,0,0,24-03-2020,4,1,0,0
Bihar,3,0,1,24-03-2020,3,1,0,0
Chhattisgarh,1,0,0,24-03-2020,1,0,0,0
Gujarat,33,0,1,24-03-2020,33,4,0,0
Himachal Pradesh,3,0,1,24-03-2020,3,1,0,1
Karnataka,37,3,1,24-03-2020,37,4,1,0
Maharashtra,89,0,2,24-03-2020,89,15,0,0
Odisha,2,0,0,24-03-2020,2,0,0,0
Punjab,29,0,1,24-03-2020,29,8,0,0
Tamil Nadu,15,1,0,24-03-2020,15,6,0,0
Telangana,35,1,0,24-03-2020,35,0,0,0
Ladakh,13,0,0,24-03-2020,13,0,0,0
Uttar Pradesh,33,11,0,24-03-2020,33,2,2,0
West Bengal,9,0,1,24-03-2020,9,2,0,1
Andhra Pradesh,9,1,0,25-03-2020,9,1,1,0
Delhi,31,6,1,25-03-2020,31,1,0,0
Haryana,28,11,0,25-03-2020,28,0,0,0
Kerala,109,4,0,25-03-2020,109,14,0,0
Madhya Pradesh,14,0,0,25-03-2020,14,7,0,0
Manipur,1,0,0,25-03-2020,1,0,0,0
Odisha,2,0,0,25-03-2020,2,0,0,0
Punjab,29,0,1,25-03-2020,29,0,0,0
Tamil Nadu,18,1,0,25-03-2020,18,3,0,0
Telangana,35,1,0,25-03-2020,35,0,0,0
Chandigarh,7,0,0,25-03-2020,7,0,0,0
Jammu and Kashmir,7,1,0,25-03-2020,7,3,1,0
Uttarakhand,4,0,0,25-03-2020,4,0,0,0
Bihar,4,0,1,25-03-2020,4,1,0,0
Chhattisgarh,1,0,0,25-03-2020,1,0,0,0
Gujarat,38,0,1,25-03-2020,38,5,0,0
Himachal Pradesh,3,0,1,25-03-2020,3,0,0,0
Karnataka,41,3,1,25-03-2020,41,4,0,0
Maharashtra,128,1,3,25-03-2020,128,39,1,1
Mizoram,1,0,0,25-03-2020,1,,,
Puducherry,1,0,0,25-03-2020,1,0,0,0
Rajasthan,36,3,0,25-03-2020,36,4,0,0
Telangana,35,1,0,25-03-2020,35,0,0,0
Ladakh,13,0,0,25-03-2020,13,0,0,0
Uttar Pradesh,37,11,0,25-03-2020,37,4,0,0
West Bengal,9,0,1,25-03-2020,9,0,0,0
Andaman and Nicobar Islands,1,0,0,26-03-2020,1,,,
Bihar,6,0,1,26-03-2020,6,2,0,0
Chhattisgarh,6,0,0,26-03-2020,6,5,0,0
Goa,3,0,0,26-03-2020,3,,,
Haryana,30,11,0,26-03-2020,30,2,0,0
Jammu and Kashmir,13,1,0,26-03-2020,13,6,0,0
Kerala,118,6,0,26-03-2020,118,9,2,0
Madhya Pradesh,20,0,1,26-03-2020,20,6,0,1
Manipur,1,0,0,26-03-2020,1,0,0,0
Odisha,2,0,0,26-03-2020,2,0,0,0
Punjab,33,0,1,26-03-2020,33,4,0,0
Tamil Nadu,26,1,1,26-03-2020,26,8,0,1
Telangana,44,1,0,26-03-2020,44,9,0,0
Uttarakhand,5,0,0,26-03-2020,5,1,0,0
Andhra Pradesh,11,1,0,26-03-2020,11,2,0,0
Chandigarh,7,0,0,26-03-2020,7,0,0,0
Delhi,36,6,1,26-03-2020,36,5,0,0
Gujarat,43,0,3,26-03-2020,43,5,0,2
Himachal Pradesh,3,0,1,26-03-2020,3,0,0,0
Karnataka,55,3,2,26-03-2020,55,14,0,1
Ladakh,13,0,0,26-03-2020,13,0,0,0
Maharashtra,124,1,3,26-03-2020,124,-4,0,0
Mizoram,1,0,0,26-03-2020,1,0,0,0
Puducherry,1,0,0,26-03-2020,1,0,0,0
Rajasthan,41,3,0,26-03-2020,41,5,0,0
Telangana,44,1,0,26-03-2020,44,0,0,0
Uttar Pradesh,41,11,0,26-03-2020,41,4,0,0
West Bengal,10,0,1,26-03-2020,10,1,0,0
Andaman and Nicobar Islands,1,0,0,27-03-2020,1,0,0,0
Bihar,6,0,1,27-03-2020,6,0,0,0
Chhattisgarh,6,0,0,27-03-2020,6,0,0,0
Goa,3,0,0,27-03-2020,3,0,0,0
Haryana,30,11,0,27-03-2020,30,0,0,0
Jammu and Kashmir,13,1,1,27-03-2020,13,0,0,1
Kerala,137,11,0,27-03-2020,137,19,5,0
Madhya Pradesh,20,0,1,27-03-2020,20,0,0,0
Manipur,1,0,0,27-03-2020,1,0,0,0
Odisha,2,0,0,27-03-2020,2,0,0,0
Punjab,33,0,1,27-03-2020,33,0,0,0
Tamil Nadu,29,1,1,27-03-2020,29,3,0,0
Telangana,45,1,0,27-03-2020,45,0,0,0
Uttarakhand,5,0,0,27-03-2020,5,0,0,0
Andhra Pradesh,12,1,0,27-03-2020,12,1,0,0
Chandigarh,7,0,0,27-03-2020,7,0,0,0
Delhi,36,6,1,27-03-2020,36,0,0,0
Gujarat,43,0,3,27-03-2020,43,0,0,0
Himachal Pradesh,3,0,1,27-03-2020,3,0,0,0
Karnataka,55,3,2,27-03-2020,55,0,0,0
Ladakh,13,3,0,27-03-2020,13,0,3,0
Maharashtra,130,15,4,27-03-2020,130,6,14,1
Mizoram,1,0,0,27-03-2020,1,0,0,0
Puducherry,1,0,0,27-03-2020,1,0,0,0
Rajasthan,41,3,0,27-03-2020,41,0,0,0
Telangana,45,1,0,27-03-2020,45,1,0,0
Uttar Pradesh,41,11,0,27-03-2020,41,0,0,0
West Bengal,10,0,1,27-03-2020,10,0,0,0
Andaman and Nicobar Islands,6,0,0,28-03-2020,6,5,0,0
Bihar,9,0,1,28-03-2020,9,3,0,0
Chhattisgarh,6,0,0,28-03-2020,6,0,0,0
Goa,3,0,0,28-03-2020,3,0,0,0
Haryana,33,12,0,28-03-2020,33,3,1,0
Jammu and Kashmir,20,1,1,28-03-2020,20,7,0,0
Kerala,176,11,0,28-03-2020,176,39,0,0
Madhya Pradesh,30,0,2,28-03-2020,30,10,0,1
Manipur,1,0,0,28-03-2020,1,0,0,0
Odisha,3,0,0,28-03-2020,3,1,0,0
Punjab,38,1,1,28-03-2020,38,5,1,0
Tamil Nadu,40,2,1,28-03-2020,40,11,1,0
Telangana,56,1,0,28-03-2020,56,11,0,0
Uttarakhand,5,0,0,28-03-2020,5,0,0,0
Andhra Pradesh,14,1,0,28-03-2020,14,2,0,0
Chandigarh,8,0,0,28-03-2020,8,1,0,0
Delhi,39,6,1,28-03-2020,39,3,0,0
Gujarat,45,0,3,28-03-2020,45,2,0,0
Himachal Pradesh,3,0,1,28-03-2020,3,0,0,0
Karnataka,55,3,2,28-03-2020,55,0,0,0
Ladakh,13,3,0,28-03-2020,13,0,0,0
Maharashtra,180,25,5,28-03-2020,180,50,10,1
Mizoram,1,0,0,28-03-2020,1,0,0,0
Puducherry,1,0,0,28-03-2020,1,0,0,0
Rajasthan,54,3,0,28-03-2020,54,13,0,0
Telangana,56,1,0,28-03-2020,56,0,0,0
Uttar Pradesh,55,11,0,28-03-2020,55,14,0,0
West Bengal,15,0,1,28-03-2020,15,5,0,0
Andaman and Nicobar Islands,9,0,0,29-03-2020,9,3,0,0
Bihar,11,0,1,29-03-2020,11,2,0,0
Chhattisgarh,7,0,0,29-03-2020,7,1,0,0
Goa,5,0,0,29-03-2020,5,2,0,0
Haryana,33,17,0,29-03-2020,33,0,5,0
Jammu and Kashmir,31,1,2,29-03-2020,31,11,0,1
Kerala,182,15,1,29-03-2020,182,6,4,1
Madhya Pradesh,30,0,2,29-03-2020,30,0,0,0
Manipur,1,0,0,29-03-2020,1,0,0,0
Odisha,3,0,0,29-03-2020,3,0,0,0
Punjab,38,1,1,29-03-2020,38,0,0,0
Tamil Nadu,49,4,1,29-03-2020,49,9,2,0
Telangana,66,1,1,29-03-2020,66,0,0,0
Uttarakhand,7,2,0,29-03-2020,7,2,2,0
Andhra Pradesh,19,1,0,29-03-2020,19,5,0,0
Chandigarh,8,0,0,29-03-2020,8,0,0,0
Delhi,49,6,2,29-03-2020,49,10,0,1
Gujarat,58,1,5,29-03-2020,58,13,1,2
Himachal Pradesh,3,0,1,29-03-2020,3,0,0,0
Karnataka,76,5,3,29-03-2020,76,21,2,1
Ladakh,13,3,0,29-03-2020,13,0,0,0
Maharashtra,186,25,6,29-03-2020,186,6,0,1
Mizoram,1,0,0,29-03-2020,1,0,0,0
Puducherry,1,0,0,29-03-2020,1,0,0,0
Rajasthan,55,3,0,29-03-2020,55,1,0,0
Telangana,66,1,1,29-03-2020,66,10,0,1
Uttar Pradesh,65,11,0,29-03-2020,65,10,0,0
West Bengal,18,0,1,29-03-2020,18,3,0,0
Andaman and Nicobar Islands,9,0,0,30-03-2020,9,0,0,0
Bihar,15,0,1,30-03-2020,15,4,0,0
Chhattisgarh,7,0,0,30-03-2020,7,0,0,0
Goa,5,0,0,30-03-2020,5,0,0,0
